year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,party_simplified,vote_percentage
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,0.0,524,1711993,20210113,OTHER,0.030607601783418505
1984,TENNESSEE,TN,47,62,54,US PRESIDENT,OTHER,Unknown Party,0.0,127,1711993,20210113,OTHER,0.007418254630714028
1984,TEXAS,TX,48,74,49,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,3433428,5397571,20210113,REPUBLICAN,63.6106129961051
1984,TEXAS,TX,48,74,49,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,1949276,5397571,20210113,DEMOCRAT,36.1139482926672
1984,TEXAS,TX,48,74,49,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,0.0,14613,5397571,20210113,OTHER,0.2707328907762399
1984,TEXAS,TX,48,74,49,US PRESIDENT,OTHER,Unknown Party,0.0,254,5397571,20210113,OTHER,0.004705820451458629
1984,UTAH,UT,49,87,67,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,469105,629656,20210113,REPUBLICAN,74.50179145438143
1984,UTAH,UT,49,87,67,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,155369,629656,20210113,DEMOCRAT,24.6752194849251
1984,UTAH,UT,49,87,67,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,0.0,2447,629656,20210113,LIBERTARIAN,0.38862489994536703
1984,UTAH,UT,49,87,67,US PRESIDENT,"DENNIS, DELMAR",AMERICAN,0.0,1345,629656,20210113,OTHER,0.21360870062383266
1984,UTAH,UT,49,87,67,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,0.0,844,629656,20210113,OTHER,0.13404144485242736
1984,UTAH,UT,49,87,67,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,0.0,220,629656,20210113,OTHER,0.03493971311319197
1984,UTAH,UT,49,87,67,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,0.0,184,629656,20210113,OTHER,0.029222305512851463
1984,UTAH,UT,49,87,67,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,0.0,142,629656,20210113,OTHER,0.02255199664578754
1984,VERMONT,VT,50,13,6,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,135865,234561,20210113,REPUBLICAN,57.9230988953833
1984,VERMONT,VT,50,13,6,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,95730,234561,20210113,DEMOCRAT,40.8124112704158
1984,VERMONT,VT,50,13,6,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,0.0,1002,234561,20210113,LIBERTARIAN,0.4271809891669971
1984,VERMONT,VT,50,13,6,US PRESIDENT,OTHER,Unknown Party,0.0,712,234561,20210113,OTHER,0.3035457727414191
1984,VERMONT,VT,50,13,6,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,0.0,423,234561,20210113,OTHER,0.18033688464834308
1984,VERMONT,VT,50,13,6,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,0.0,323,234561,20210113,OTHER,0.13770405139814376
1984,VERMONT,VT,50,13,6,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,0.0,264,234561,20210113,OTHER,0.11255067978052619
1984,VERMONT,VT,50,13,6,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,0.0,127,234561,20210113,OTHER,0.05414369822775312
1984,VERMONT,VT,50,13,6,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,0.0,115,234561,20210113,OTHER,0.0490277582377292
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,1337078,2146635,20210113,REPUBLICAN,62.2871610683698
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,796250,2146635,20210113,DEMOCRAT,37.09293848278818
1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,0.0,13307,2146635,20210113,OTHER,0.6199004488420249
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,1051670,1874910,20210113,REPUBLICAN,56.091759071102075
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,798352,1874910,20210113,DEMOCRAT,42.58081721255954
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,0.0,8844,1874910,20210113,LIBERTARIAN,0.47170264172680293
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"RICHARDS, BOB",POPULIST,0.0,5724,1874910,20210113,OTHER,0.30529465414339885
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,0.0,4712,1874910,20210113,OTHER,0.25131872996570503
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,0.0,1891,1874910,20210113,OTHER,0.10085817452571058
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,0.0,1654,1874910,20210113,OTHER,0.08821756777658661
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,0.0,814,1874910,20210113,OTHER,0.043415417273362455
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,0.0,641,1874910,20210113,OTHER,0.03418830770543653
1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,0.0,608,1874910,20210113,OTHER,0.032428223221381294
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,405483,735742,20210113,REPUBLICAN,55.1121181066189
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,328125,735742,20210113,DEMOCRAT,44.59783456700854
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"RICHARDS, BOB",POPULIST,0.0,996,735742,20210113,OTHER,0.1353735412685425
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,0.0,645,735742,20210113,OTHER,0.08766660052029109
1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,0.0,493,735742,20210113,OTHER,0.06700718458372636
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,1198584,2211689,20210113,REPUBLICAN,54.19315283477921
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,995740,2211689,20210113,DEMOCRAT,45.02170060980545
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,0.0,4883,2211689,20210113,LIBERTARIAN,0.22078149323887764
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"RICHARDS, BOB",POPULIST,0.0,3864,2211689,20210113,OTHER,0.17470810769506925
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,0.0,3791,2211689,20210113,OTHER,0.1714074628033146
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"JOHNSON, SONIA",CITIZENS,0.0,1456,2211689,20210113,OTHER,0.06583204058075073
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"SERRETTE, DENNIS",ALLIANCE,0.0,1006,2211689,20210113,OTHER,0.04548559946719453
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,OTHER,Unknown Party,0.0,706,2211689,20210113,OTHER,0.03192130539149039
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"HOLMES, LARRY",WORKERS WORLD,0.0,619,2211689,20210113,OTHER,0.027987660109536194
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,0.0,596,2211689,20210113,OTHER,0.026947730897065543
1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"MASON, MELVIN",SOCIALIST WORKERS,0.0,444,2211689,20210113,OTHER,0.02007515523204212
1984,WYOMING,WY,56,83,68,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,0.0,133241,188968,20210113,REPUBLICAN,70.50982176876508
1984,WYOMING,WY,56,83,68,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,0.0,53370,188968,20210113,DEMOCRAT,28.242877100884805
1984,WYOMING,WY,56,83,68,US PRESIDENT,"BERGLAND, DAVID",LIBERTARIAN,0.0,2357,188968,20210113,LIBERTARIAN,1.2473011303501123
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,815576,1378476,20210113,REPUBLICAN,59.16504893810266
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,549506,1378476,20210113,DEMOCRAT,39.863298309147204
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,8460,1378476,20210113,LIBERTARIAN,0.6137212399780627
1988,ALABAMA,AL,1,63,41,US PRESIDENT,"WINN, EDWARD",INDEPENDENT,0.0,4428,1378476,20210113,OTHER,0.3212243085842626
1988,ALABAMA,AL,1,63,41,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,506,1378476,20210113,OTHER,0.03670720418781321
1988,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,119251,200116,20210113,REPUBLICAN,59.5909372563913
1988,ALASKA,AK,2,94,81,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,72584,200116,20210113,DEMOCRAT,36.2709628415519
1988,ALASKA,AK,2,94,81,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,5484,200116,20210113,LIBERTARIAN,2.740410561874113
1988,ALASKA,AK,2,94,81,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,1024,200116,20210113,OTHER,0.5117032121369606
1988,ALASKA,AK,2,94,81,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,957,200116,20210113,OTHER,0.478222630874093
1988,ALASKA,AK,2,94,81,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,0.0,816,200116,20210113,OTHER,0.40776349717164045
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,702541,1171873,20210113,REPUBLICAN,59.95026764845679
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,454029,1171873,20210113,DEMOCRAT,38.7438741228785
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,13351,1171873,20210113,LIBERTARIAN,1.1392872777169538
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,1662,1171873,20210113,OTHER,0.14182424204670643
1988,ARIZONA,AZ,4,86,61,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,290,1171873,20210113,OTHER,0.02474670890104986
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,466578,827738,20210113,REPUBLICAN,56.367836199377095
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,349237,827738,20210113,DEMOCRAT,42.191732166458465
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"DODGE, EARL",POPULIST,0.0,5146,827738,20210113,OTHER,0.6216943042363646
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,3297,827738,20210113,LIBERTARIAN,0.39831444249267284
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,2161,827738,20210113,OTHER,0.26107294820341703
1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"DODGE, EARL",PROHIBITION,0.0,1319,827738,20210113,OTHER,0.1593499392319792
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,5054917,9887065,20210113,REPUBLICAN,51.126567894516725
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,4702233,9887065,20210113,DEMOCRAT,47.55944256460335
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,70105,9887065,20210113,LIBERTARIAN,0.7090577436276589
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,0.0,58999,9887065,20210113,OTHER,0.5967291607772377
1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,811,9887065,20210113,OTHER,0.00820263647503076
1988,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,728177,1372394,20210113,REPUBLICAN,53.05888833673129
1988,COLORADO,CO,8,84,62,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,621453,1372394,20210113,DEMOCRAT,45.282404324122666
1988,COLORADO,CO,8,84,62,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,15482,1372394,20210113,LIBERTARIAN,1.1281016967430635
1988,COLORADO,CO,8,84,62,US PRESIDENT,"DODGE, EARL",PROHIBITION,0.0,4604,1372394,20210113,OTHER,0.33547217490021086
1988,COLORADO,CO,8,84,62,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,2539,1372394,20210113,OTHER,0.18500518072798336
1988,COLORADO,CO,8,84,62,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,139,1372394,20210113,OTHER,0.010128286774789165
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,750241,1443394,20210113,REPUBLICAN,51.97756122029051
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,676584,1443394,20210113,DEMOCRAT,46.87451936200372
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,14071,1443394,20210113,LIBERTARIAN,0.9748550984693022
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,2491,1443394,20210113,OTHER,0.17257935116814951
1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,7,1443394,20210113,OTHER,0.00048496806831675894
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,139639,249891,20210113,REPUBLICAN,55.87996366415757
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,108647,249891,20210113,DEMOCRAT,43.47775630174756
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,1162,249891,20210113,LIBERTARIAN,0.4650027411951611
1988,DELAWARE,DE,10,51,11,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,443,249891,20210113,OTHER,0.17727729289970426
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,159407,192877,20210113,DEMOCRAT,82.64697190437428
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,27590,192877,20210113,REPUBLICAN,14.30445309705149
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,Unknown Candidate,INDEPENDENT,0.0,3064,192877,20210113,OTHER,1.5885771761277911
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,1553,192877,20210113,OTHER,0.8051763559159464
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,554,192877,20210113,LIBERTARIAN,0.28722968523981607
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,Unknown Candidate,THIRD WORLD ASSEMBLY,0.0,236,192877,20210113,OTHER,0.12235777205161838
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,0.0,208,192877,20210113,OTHER,0.10784074824888401
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,0.0,142,192877,20210113,OTHER,0.07362204928529581
1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,0.0,123,192877,20210113,OTHER,0.06377121170486891
1988,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,2618885,4302313,20210113,REPUBLICAN,60.871559089261986
1988,FLORIDA,FL,12,59,43,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,1656701,4302313,20210113,DEMOCRAT,38.50721693191546
1988,FLORIDA,FL,12,59,43,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,19796,4302313,20210113,LIBERTARIAN,0.4601245887967705
1988,FLORIDA,FL,12,59,43,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,6655,4302313,20210113,OTHER,0.1546842361306581
1988,FLORIDA,FL,12,59,43,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,276,4302313,20210113,OTHER,0.006415153895125715
1988,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,1081331,1809672,20210113,REPUBLICAN,59.752872343717534
1988,GEORGIA,GA,13,58,44,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,714792,1809672,20210113,DEMOCRAT,39.4984284444916
1988,GEORGIA,GA,13,58,44,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,8435,1809672,20210113,LIBERTARIAN,0.4661065651676105
1988,GEORGIA,GA,13,58,44,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,5099,1809672,20210113,OTHER,0.28176376713570195
1988,GEORGIA,GA,13,58,44,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,15,1809672,20210113,OTHER,0.0008288794875535456
1988,HAWAII,HI,15,95,82,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,192364,354461,20210113,DEMOCRAT,54.269440079444564
1988,HAWAII,HI,15,95,82,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,158625,354461,20210113,REPUBLICAN,44.751044543687456
1988,HAWAII,HI,15,95,82,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,1999,354461,20210113,LIBERTARIAN,0.5639548497578013
1988,HAWAII,HI,15,95,82,US PRESIDENT,"FULANI, LENORA",NO PARTY AFFILIATION,0.0,1003,354461,20210113,OTHER,0.282964839573324
1988,HAWAII,HI,15,95,82,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,0.0,470,354461,20210113,OTHER,0.13259568753685175
1988,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,253881,408968,20210113,REPUBLICAN,62.078451125760445
1988,IDAHO,ID,16,82,63,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,147272,408968,20210113,DEMOCRAT,36.010641419377556
1988,IDAHO,ID,16,82,63,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,5313,408968,20210113,LIBERTARIAN,1.299123647815966
1988,IDAHO,ID,16,82,63,US PRESIDENT,"FULANI, LENORA",INDEPENDENT,0.0,2502,408968,20210113,OTHER,0.6117838070460281
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,2310939,4559120,20210113,REPUBLICAN,50.68826878871361
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,2215940,4559120,20210113,DEMOCRAT,48.604555265051154
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,14944,4559120,20210113,LIBERTARIAN,0.3277825545280668
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"FULANI, LENORA",SOLIDARITY,0.0,10276,4559120,20210113,OTHER,0.2253943743529453
1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"WINN, EDWARD",INDEPENDENT,0.0,7021,4559120,20210113,OTHER,0.15399901735422625
1988,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,1297763,2168621,20210113,REPUBLICAN,59.84277566250626
1988,INDIANA,IN,18,32,22,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,860643,2168621,20210113,DEMOCRAT,39.68618767410258
1988,INDIANA,IN,18,32,22,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,10215,2168621,20210113,OTHER,0.4710366633911596
1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,670557,1225614,20210113,DEMOCRAT,54.71192398259158
1988,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,545355,1225614,20210113,REPUBLICAN,44.49647278833303
1988,IOWA,IA,19,42,31,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NOMINATED BY PETITION,0.0,3526,1225614,20210113,OTHER,0.2876925361492281
1988,IOWA,IA,19,42,31,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,2494,1225614,20210113,LIBERTARIAN,0.20348984264213693
1988,IOWA,IA,19,42,31,US PRESIDENT,SCATTERING,Unknown Party,0.0,1613,1225614,20210113,OTHER,0.13160750448346706
1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKE, DAVID",PATRIOTIC PARTY,0.0,755,1225614,20210113,OTHER,0.0616017767421064
1988,IOWA,IA,19,42,31,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,540,1225614,20210113,OTHER,0.044059548928129084
1988,IOWA,IA,19,42,31,US PRESIDENT,"KENOYER, WILLA",SOCIALIST,0.0,334,1225614,20210113,OTHER,0.027251646929620583
1988,IOWA,IA,19,42,31,US PRESIDENT,"WINN, EDWARD",WORKERS LEAGUE,0.0,235,1225614,20210113,OTHER,0.019174062959463584
1988,IOWA,IA,19,42,31,US PRESIDENT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,0.0,205,1225614,20210113,OTHER,0.01672631024123419
1988,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,554049,993044,20210113,REPUBLICAN,55.79299608073761
1988,KANSAS,KS,20,47,32,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,422636,993044,20210113,DEMOCRAT,42.55964488985382
1988,KANSAS,KS,20,47,32,US PRESIDENT,Unknown Candidate,INDEPENDENT,0.0,16359,993044,20210113,OTHER,1.6473590294085658
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,734281,1322517,20210113,REPUBLICAN,55.521479118982974
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,580368,1322517,20210113,DEMOCRAT,43.88359469103233
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"DUKE, DAVID",POPULIST,0.0,4494,1322517,20210113,OTHER,0.33980659605887864
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,2118,1322517,20210113,LIBERTARIAN,0.16014917010518578
1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,1256,1322517,20210113,OTHER,0.09497042382063899
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,883702,1628202,20210113,REPUBLICAN,54.274715299453014
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,717460,1628202,20210113,DEMOCRAT,44.06455710040892
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"DUKE, DAVID",POPULIST,0.0,18612,1628202,20210113,OTHER,1.1431014087932578
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,4115,1628202,20210113,LIBERTARIAN,0.25273276902988695
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,2355,1628202,20210113,OTHER,0.14463807316291222
1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,0.0,1958,1628202,20210113,OTHER,0.1202553491520094
1988,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,307131,555035,20210113,REPUBLICAN,55.33542929725152
1988,MAINE,ME,23,11,2,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,243569,555035,20210113,DEMOCRAT,43.88353887592674
1988,MAINE,ME,23,11,2,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,2700,555035,20210113,LIBERTARIAN,0.48645580909312025
1988,MAINE,ME,23,11,2,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,1405,555035,20210113,OTHER,0.2531371895466052
1988,MAINE,ME,23,11,2,US PRESIDENT,Unknown Candidate,OTHER,0.0,230,555035,20210113,OTHER,0.04143882818200654
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,876167,1714358,20210113,REPUBLICAN,51.1075866300971
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,826304,1714358,20210113,DEMOCRAT,48.199034274054775
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,6748,1714358,20210113,LIBERTARIAN,0.3936167358276393
1988,MARYLAND,MD,24,52,52,US PRESIDENT,"FULANI, LENORA",NEW ALLIANCE,0.0,5115,1714358,20210113,OTHER,0.29836241905133
1988,MARYLAND,MD,24,52,52,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,24,1714358,20210113,OTHER,0.0013999409691558007
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,0.0,1401415,2632801,20210113,DEMOCRAT,53.229051493067644
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,0.0,1194635,2632801,20210113,REPUBLICAN,45.37505873022686
1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"PAUL, RONALD """"RON""""",LIBERTARIAN,0.0,24251,2632801,20210113,LIBERTARIAN,0.9211102548198667
