year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,party_simplified,vote_percentage
2000,UTAH,UT,49,87,67,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,0.0,186,770754,20210113,OTHER,0.02413221339104306
2000,UTAH,UT,49,87,67,US PRESIDENT,Unknown Candidate,NO PARTY AFFILIATION,0.0,161,770754,20210113,OTHER,0.02088863632235447
2000,UTAH,UT,49,87,67,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,1,770754,20210113,OTHER,0.0001297430827475433
2000,VERMONT,VT,50,13,6,US PRESIDENT,"GORE, AL",DEMOCRAT,0.0,149022,294308,20210113,DEMOCRAT,50.63470921619528
2000,VERMONT,VT,50,13,6,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,119775,294308,20210113,REPUBLICAN,40.697160797531836
2000,VERMONT,VT,50,13,6,US PRESIDENT,"NADER, RALPH",PROGRESSIVE/GREEN,0.0,20374,294308,20210113,OTHER,6.9226796417358685
2000,VERMONT,VT,50,13,6,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,0.0,2192,294308,20210113,OTHER,0.7447979667559156
2000,VERMONT,VT,50,13,6,US PRESIDENT,"DENNIS """"DENNY"""", LANE",VERMONT GRASSROOTS,0.0,1044,294308,20210113,OTHER,0.35473041847316417
2000,VERMONT,VT,50,13,6,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,0.0,784,294308,20210113,LIBERTARIAN,0.2663875939491961
2000,VERMONT,VT,50,13,6,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,514,294308,20210113,OTHER,0.17464696848199845
2000,VERMONT,VT,50,13,6,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,0.0,219,294308,20210113,OTHER,0.07441184065672696
2000,VERMONT,VT,50,13,6,US PRESIDENT,"MCREYNOLDS, DAVID",LIBERTY UNION PARTY,0.0,161,294308,20210113,OTHER,0.05470459518599562
2000,VERMONT,VT,50,13,6,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,0.0,153,294308,20210113,OTHER,0.05198635443141199
2000,VERMONT,VT,50,13,6,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,0.0,70,294308,20210113,OTHER,0.023784606602606794
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1437490,2739447,20210113,REPUBLICAN,52.47372918694905
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"GORE, AL",DEMOCRAT,0.0,1217290,2739447,20210113,DEMOCRAT,44.43561054475593
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"NADER, RALPH",GREEN,0.0,59398,2739447,20210113,OTHER,2.1682478251997575
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,0.0,15198,2739447,20210113,LIBERTARIAN,0.5547835019257537
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,0.0,5455,2739447,20210113,OTHER,0.19912778016877128
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,2807,2739447,20210113,OTHER,0.10246593564321557
2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"PHILLIPS, HOWARD",CONSERVATIVE,0.0,1809,2739447,20210113,OTHER,0.06603522535752654
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"GORE, AL",DEMOCRAT,0.0,1247652,2487433,20210113,DEMOCRAT,50.158215316754266
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1108864,2487433,20210113,REPUBLICAN,44.5786479475025
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"NADER, RALPH",GREEN,0.0,103002,2487433,20210113,OTHER,4.14089545326447
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,0.0,13135,2487433,20210113,LIBERTARIAN,0.5280544239784549
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",FREEDOM,0.0,7171,2487433,20210113,OTHER,0.28828917200985915
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,0.0,2927,2487433,20210113,OTHER,0.11767151115226017
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"PHILLIPS, HOWARD",CONSTITUTION PARTY,0.0,1989,2487433,20210113,OTHER,0.07996195274405381
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD,0.0,1729,2487433,20210113,OTHER,0.06950940990169384
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,0.0,660,2487433,20210113,OTHER,0.026533377984452242
2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"HARRIS, JAMES",SOCIALIST WORKERS,0.0,304,2487433,20210113,OTHER,0.012221434707990125
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,336475,648124,20210113,REPUBLICAN,51.91521992705099
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"GORE, AL",DEMOCRAT,0.0,295497,648124,20210113,DEMOCRAT,45.59266436669526
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"NADER, RALPH",GREEN,0.0,10680,648124,20210113,OTHER,1.6478328221142868
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,0.0,3169,648124,20210113,OTHER,0.48894964543821867
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,0.0,1912,648124,20210113,LIBERTARIAN,0.29500527676802585
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,0.0,367,648124,20210113,OTHER,0.056624966827335504
2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,Unknown Candidate,Unknown Party,1.0,24,648124,20210113,OTHER,0.0037029951058748017
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"GORE, AL",DEMOCRAT,0.0,1242987,2598607,20210113,DEMOCRAT,47.832819660687434
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1237279,2598607,20210113,REPUBLICAN,47.613163514144304
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"NADER, RALPH",GREEN,0.0,94070,2598607,20210113,OTHER,3.620016416487757
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,Unknown Candidate,INDEPENDENT,0.0,13693,2598607,20210113,OTHER,0.5269361623362054
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,0.0,6640,2598607,20210113,LIBERTARIAN,0.2555215159506613
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,Unknown Candidate,CONSTITUTION PARTY,0.0,2042,2598607,20210113,OTHER,0.07858056258603167
2000,WISCONSIN,WI,55,35,25,US PRESIDENT,SCATTERING,Unknown Party,0.0,1896,2598607,20210113,OTHER,0.07296216780759845
2000,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,147947,213726,20210113,REPUBLICAN,69.22274313841086
2000,WYOMING,WY,56,83,68,US PRESIDENT,"GORE, AL",DEMOCRAT,0.0,60481,213726,20210113,DEMOCRAT,28.298382040556604
2000,WYOMING,WY,56,83,68,US PRESIDENT,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,0.0,2724,213726,20210113,OTHER,1.2745290699306588
2000,WYOMING,WY,56,83,68,US PRESIDENT,"BROWNE, HARRY",LIBERTARIAN,0.0,1443,213726,20210113,LIBERTARIAN,0.6751635271328711
2000,WYOMING,WY,56,83,68,US PRESIDENT,"PHILLIPS, HOWARD",INDEPENDENT,0.0,720,213726,20210113,OTHER,0.33687993037814773
2000,WYOMING,WY,56,83,68,US PRESIDENT,"HAGELIN, JOHN",NATURAL LAW,0.0,411,213726,20210113,OTHER,0.19230229359085932
2004,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1176394,1883415,20210113,REPUBLICAN,62.46068975770077
2004,ALABAMA,AL,1,63,41,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,693933,1883415,20210113,DEMOCRAT,36.84440232237717
2004,ALABAMA,AL,1,63,41,US PRESIDENT,OTHER,INDEPENDENT,0.0,12190,1883415,20210113,OTHER,0.6472285715044215
2004,ALABAMA,AL,1,63,41,US PRESIDENT,OTHER,Unknown Party,1.0,898,1883415,20210113,OTHER,0.047679348417634985
2004,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,190889,312598,20210113,REPUBLICAN,61.065329912539426
2004,ALASKA,AK,2,94,81,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,111025,312598,20210113,DEMOCRAT,35.51686191210436
2004,ALASKA,AK,2,94,81,US PRESIDENT,"NADER, RALPH",POPULIST,0.0,5069,312598,20210113,OTHER,1.6215714751853818
2004,ALASKA,AK,2,94,81,US PRESIDENT,"PEROUTKA, MICHAEL",ALASKAN INDEPENDENCE PARTY,0.0,2092,312598,20210113,OTHER,0.6692301294314102
2004,ALASKA,AK,2,94,81,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,1675,312598,20210113,LIBERTARIAN,0.5358319630963729
2004,ALASKA,AK,2,94,81,US PRESIDENT,"COBB, DAVID",GREEN,0.0,1058,312598,20210113,OTHER,0.3384538608692314
2004,ALASKA,AK,2,94,81,US PRESIDENT,OTHER,Unknown Party,1.0,790,312598,20210113,OTHER,0.25272074677381173
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1104294,2012585,20210113,REPUBLICAN,54.869434086013754
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,893524,2012585,20210113,DEMOCRAT,44.396832928795554
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,11856,2012585,20210113,LIBERTARIAN,0.5890931314702236
2004,ARIZONA,AZ,4,86,61,US PRESIDENT,OTHER,Unknown Party,1.0,2911,2012585,20210113,OTHER,0.14463985372046398
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,572898,1054945,20210113,REPUBLICAN,54.30595907843537
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,469953,1054945,20210113,DEMOCRAT,44.547630445189085
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"NADER, RALPH",POPULIST,0.0,6171,1054945,20210113,OTHER,0.5849594054666357
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,2352,1054945,20210113,LIBERTARIAN,0.22295001161197975
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,0.0,2083,1054945,20210113,OTHER,0.1974510519505756
2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"COBB, DAVID",GREEN,0.0,1488,1054945,20210113,OTHER,0.14105000734635453
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,6745485,12421353,20210113,DEMOCRAT,54.305557534674364
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,5509826,12421353,20210113,REPUBLICAN,44.357695977241775
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,50165,12421353,20210113,LIBERTARIAN,0.4038609964631067
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"COBB, DAVID",GREEN,0.0,40771,12421353,20210113,OTHER,0.328233164293777
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"PELTIER, LEONARD",PEACE & FREEDOM,0.0,27607,12421353,20210113,OTHER,0.22225437116230412
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"PEROUTKA, MICHAEL",AMERICAN INDEPENDENT PARTY,0.0,26645,12421353,20210113,OTHER,0.21450964319265378
2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,OTHER,Unknown Party,1.0,20854,12421353,20210113,OTHER,0.16788831297202486
2004,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1101255,2129630,20210113,REPUBLICAN,51.7110953545921
2004,COLORADO,CO,8,84,62,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,1001732,2129630,20210113,DEMOCRAT,47.0378422542883
2004,COLORADO,CO,8,84,62,US PRESIDENT,"NADER, RALPH",REFORM PARTY,0.0,12718,2129630,20210113,OTHER,0.5971929396186192
2004,COLORADO,CO,8,84,62,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,7664,2129630,20210113,LIBERTARIAN,0.35987472002178783
2004,COLORADO,CO,8,84,62,US PRESIDENT,"PEROUTKA, MICHAEL",AMERICAN CONSTITUTION PARTY,0.0,2562,2129630,20210113,OTHER,0.12030258777346299
2004,COLORADO,CO,8,84,62,US PRESIDENT,"COBB, DAVID",GREEN,0.0,1591,2129630,20210113,OTHER,0.07470781309429338
2004,COLORADO,CO,8,84,62,US PRESIDENT,"ANDRESS, STANFORD",UNAFFILIATED,0.0,804,2129630,20210113,OTHER,0.03775303691251532
2004,COLORADO,CO,8,84,62,US PRESIDENT,"AMONDSON, GENE",CONCERNS OF PEOPLE,0.0,378,2129630,20210113,OTHER,0.017749562130510935
2004,COLORADO,CO,8,84,62,US PRESIDENT,"VAN AUKEN, BILL",SOCIALIST EQUALITY PARTY,0.0,329,2129630,20210113,OTHER,0.015448692965444702
2004,COLORADO,CO,8,84,62,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,0.0,241,2129630,20210113,OTHER,0.01131651977104004
2004,COLORADO,CO,8,84,62,US PRESIDENT,"BROWN, WALT",SOCIALIST,0.0,216,2129630,20210113,OTHER,0.010142606931720534
2004,COLORADO,CO,8,84,62,US PRESIDENT,"DODGE, EARL",PROHIBITION,0.0,140,2129630,20210113,OTHER,0.006573911900189236
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,857488,1578769,20210113,DEMOCRAT,54.3137089719902
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,693826,1578769,20210113,REPUBLICAN,43.94727791082799
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"NADER, RALPH",PETITIONING CANDIDATE,0.0,12969,1578769,20210113,OTHER,0.821462797914071
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"COBB, DAVID",GREEN,0.0,9564,1578769,20210113,OTHER,0.605788433900083
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,3367,1578769,20210113,LIBERTARIAN,0.21326742544349425
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"PEROUTKA, MICHAEL",CONCERNED CITIZENS,0.0,1543,1578769,20210113,OTHER,0.09773437405978963
2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,1.0,12,1578769,20210113,OTHER,0.0007600858643664779
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,200152,375190,20210113,DEMOCRAT,53.34683760228152
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,171660,375190,20210113,REPUBLICAN,45.75281857192356
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"NADER, RALPH",INDEPENDENT,0.0,2153,375190,20210113,OTHER,0.5738425864228791
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,586,375190,20210113,LIBERTARIAN,0.15618753165063035
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,0.0,289,375190,20210113,OTHER,0.07702763932940644
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"COBB, DAVID",GREEN,0.0,250,375190,20210113,OTHER,0.06663290599429622
2004,DELAWARE,DE,10,51,11,US PRESIDENT,"BROWN, WALT",NATURAL LAW,0.0,100,375190,20210113,OTHER,0.026653162397718488
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,202970,227586,20210113,DEMOCRAT,89.18386895503238
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,21256,227586,20210113,REPUBLICAN,9.339766066454
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"NADER, RALPH",INDEPENDENT,0.0,1485,227586,20210113,OTHER,0.6525005931823574
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"COBB, DAVID",D.C. STATEHOOD GREEN,0.0,737,227586,20210113,OTHER,0.3238336277275404
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,OTHERS,Unknown Party,1.0,506,227586,20210113,OTHER,0.2223335354547292
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,502,227586,20210113,LIBERTARIAN,0.22057595809935587
2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,0.0,130,227586,20210113,OTHER,0.05712126404963399
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,3964522,7609810,20210113,REPUBLICAN,52.09751623233695
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,3583544,7609810,20210113,DEMOCRAT,47.09111002771423
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"NADER, RALPH",REFORM PARTY,0.0,32971,7609810,20210113,OTHER,0.4332696874166372
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,11996,7609810,20210113,LIBERTARIAN,0.15763862698280245
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY OF FLORIDA,0.0,6626,7609810,20210113,OTHER,0.087071819138717
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"COBB, DAVID",GREEN,0.0,3917,7609810,20210113,OTHER,0.051473032835248185
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"BROWN, WALT",SOCIALIST PARTY OF FLORIDA,0.0,3502,7609810,20210113,OTHER,0.046019545823088884
2004,FLORIDA,FL,12,59,43,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,0.0,2732,7609810,20210113,OTHER,0.035901027752335474
2004,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1914254,3301875,20210113,REPUBLICAN,57.974756766988456
2004,GEORGIA,GA,13,58,44,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,1366149,3301875,20210113,DEMOCRAT,41.374946053378764
2004,GEORGIA,GA,13,58,44,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,18387,3301875,20210113,LIBERTARIAN,0.5568654173764906
2004,GEORGIA,GA,13,58,44,US PRESIDENT,OTHER,Unknown Party,1.0,3085,3301875,20210113,OTHER,0.09343176225629378
2004,HAWAII,HI,15,95,82,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,231708,429013,20210113,DEMOCRAT,54.00955215809311
2004,HAWAII,HI,15,95,82,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,194191,429013,20210113,REPUBLICAN,45.26459571155186
2004,HAWAII,HI,15,95,82,US PRESIDENT,"COBB, DAVID",GREEN,0.0,1737,429013,20210113,OTHER,0.404882835718265
2004,HAWAII,HI,15,95,82,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,1377,429013,20210113,LIBERTARIAN,0.3209692946367593
2004,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,409235,598376,20210113,REPUBLICAN,68.39094482399027
2004,IDAHO,ID,16,82,63,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,181098,598376,20210113,DEMOCRAT,30.264917042127358
2004,IDAHO,ID,16,82,63,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,3844,598376,20210113,LIBERTARIAN,0.6424054440686124
2004,IDAHO,ID,16,82,63,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,0.0,3084,598376,20210113,OTHER,0.5153950024733612
2004,IDAHO,ID,16,82,63,US PRESIDENT,"NADER, RALPH",INDEPENDENT,0.0,1115,598376,20210113,OTHER,0.18633768734040135
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,2891550,5274322,20210113,DEMOCRAT,54.82316020902781
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,2345946,5274322,20210113,REPUBLICAN,44.47862682634849
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,32442,5274322,20210113,LIBERTARIAN,0.6150932764438728
2004,ILLINOIS,IL,17,33,21,US PRESIDENT,OTHER,Unknown Party,1.0,4384,5274322,20210113,OTHER,0.08311968817982672
2004,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1479438,2468002,20210113,REPUBLICAN,59.944765036657174
2004,INDIANA,IN,18,32,22,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,969011,2468002,20210113,DEMOCRAT,39.26297466533658
2004,INDIANA,IN,18,32,22,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,18058,2468002,20210113,LIBERTARIAN,0.7316849824270807
2004,INDIANA,IN,18,32,22,US PRESIDENT,OTHER,Unknown Party,1.0,1495,2468002,20210113,OTHER,0.06057531557916079
2004,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,751957,1506908,20210113,REPUBLICAN,49.90065750530225
2004,IOWA,IA,19,42,31,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,741898,1506908,20210113,DEMOCRAT,49.23313168421695
2004,IOWA,IA,19,42,31,US PRESIDENT,OTHER,Unknown Party,0.0,6149,1506908,20210113,OTHER,0.40805410814727905
2004,IOWA,IA,19,42,31,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,2992,1506908,20210113,LIBERTARIAN,0.19855226729169928
2004,IOWA,IA,19,42,31,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,0.0,1304,1506908,20210113,OTHER,0.08653481168060691
2004,IOWA,IA,19,42,31,US PRESIDENT,"COBB, DAVID",GREEN,0.0,1141,1506908,20210113,OTHER,0.07571796022053104
2004,IOWA,IA,19,42,31,US PRESIDENT,OTHER,Unknown Party,1.0,1094,1506908,20210113,OTHER,0.07259899078112267
2004,IOWA,IA,19,42,31,US PRESIDENT,"CALERO, ROGER",SOCIALIST WORKERS,0.0,373,1506908,20210113,OTHER,0.024752672359560107
2004,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,736456,1187756,20210113,REPUBLICAN,62.003980615547306
2004,KANSAS,KS,20,47,32,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,434993,1187756,20210113,DEMOCRAT,36.62309430556444
2004,KANSAS,KS,20,47,32,US PRESIDENT,"NADER, RALPH",REFORM PARTY,0.0,9348,1187756,20210113,OTHER,0.7870303328293017
2004,KANSAS,KS,20,47,32,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,4013,1187756,20210113,LIBERTARIAN,0.33786400573855235
2004,KANSAS,KS,20,47,32,US PRESIDENT,"PEROUTKA, MICHAEL",INDEPENDENT,0.0,2899,1187756,20210113,OTHER,0.2440736986384409
2004,KANSAS,KS,20,47,32,US PRESIDENT,OTHER,Unknown Party,1.0,47,1187756,20210113,OTHER,0.003957041681961615
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1069439,1795882,20210113,REPUBLICAN,59.54951383220055
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,712733,1795882,20210113,DEMOCRAT,39.68707298140969
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"NADER, RALPH",INDEPENDENT,0.0,8856,1795882,20210113,OTHER,0.493128167663577
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,2619,1795882,20210113,LIBERTARIAN,0.14583363494928953
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,0.0,2213,1795882,20210113,OTHER,0.12322635897013279
2004,KENTUCKY,KY,21,61,51,US PRESIDENT,OTHER,Unknown Party,1.0,22,1795882,20210113,OTHER,0.0012250248067523367
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,1102169,1943106,20210113,REPUBLICAN,56.72202134108999
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,820299,1943106,20210113,DEMOCRAT,42.21586470321228
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"NADER, RALPH",INDEPENDENT,0.0,7032,1943106,20210113,OTHER,0.361894822001476
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,0.0,5203,1943106,20210113,OTHER,0.2677671727636063
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BADNARIK, MICHAEL",LIBERTARIAN,0.0,2781,1943106,20210113,LIBERTARIAN,0.14312137371816053
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BROWN, WALT",PROTECTING WORKING FAMILIES,0.0,1795,1943106,20210113,OTHER,0.09237787336357359
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"AMONDSON, GENE",PROHIBITION,0.0,1566,1943106,20210113,OTHER,0.0805926182102263
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"COBB, DAVID",GREEN,0.0,1276,1943106,20210113,OTHER,0.06566805928240661
2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"CALERO, ROGER",SOCIALIST,0.0,985,1943106,20210113,OTHER,0.05069203635828411
2004,MAINE,ME,23,11,2,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,0.0,396842,740752,20210113,DEMOCRAT,53.57285569259347
2004,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,0.0,330201,740752,20210113,REPUBLICAN,44.57645743784695
2004,MAINE,ME,23,11,2,US PRESIDENT,"THE BETTER LIFE,",INDEPENDENT,0.0,8069,740752,20210113,OTHER,1.0892984426636716
